route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"SG",2,1425,"Midtown West/W 39th St-Pier 79",8210,1,82,16
"SG",2,1426,"Midtown West/W 39th St-Pier 79",8306,1,83,16
"SG",2,1427,"Midtown West/W 39th St-Pier 79",8111,1,81,16
"SG",2,1428,"Midtown West/W 39th St-Pier 79",8212,1,82,16
"SG",2,1429,"Midtown West/W 39th St-Pier 79",8308,1,83,16
"SG",2,1430,"Midtown West/W 39th St-Pier 79",8113,1,81,16
"SG",2,1431,"Midtown West/W 39th St-Pier 79",8214,1,82,16
"SG",2,1432,"Midtown West/W 39th St-Pier 79",8310,1,83,16
"SG",2,1433,"Midtown West/W 39th St-Pier 79",8115,1,81,16
"SG",2,1434,"Midtown West/W 39th St-Pier 79",8216,1,82,16
"SG",2,1435,"Midtown West/W 39th St-Pier 79",8312,1,83,16
"SG",2,1436,"Midtown West/W 39th St-Pier 79",8117,1,81,16
"SG",2,1437,"Midtown West/W 39th St-Pier 79",8218,1,82,16
"SG",2,1438,"Midtown West/W 39th St-Pier 79",8314,1,83,16
"ER",2,1439,"Hunters Point South",1511,1,15,82
"RWS",1,1455,"Rockaway",20115,0,201,27
"RWS",1,1465,"Rockaway West",20116,1,201,38
"SB",2,1510,"Bay Ridge",3311,0,33,106
"RES",1,1573,"Rockaway",10101,0,101,44
"RES",1,1574,"Rockaway",10103,0,101,44
"RES",1,1575,"Rockaway",10105,0,101,44
"RES",1,1576,"Rockaway",10107,0,101,44
"RES",1,1577,"Rockaway",10109,0,101,44
"RES",1,1578,"Rockaway",10111,0,101,44
"RES",1,1579,"Rockaway",10113,0,101,44
"RES",1,1580,"Rockaway",10115,0,101,44
"AS",1,1601,"Wall St./Pier 11",4211,0,42,108
"RW",2,1638,"Rockaway",2301,0,23,8
"RW",2,1639,"Rockaway",2401,0,24,8
"RW",2,1640,"Rockaway",2501,0,25,8
"RW",2,1641,"Rockaway",2102,0,21,8
"RW",2,1642,"Rockaway",2202,0,22,8
"RW",2,1643,"Rockaway",2303,0,23,8
"RW",2,1644,"Rockaway",2403,0,24,8
"RW",2,1645,"Rockaway",2503,0,25,8
"RW",2,1646,"Rockaway",2104,0,21,8
"RW",2,1647,"Rockaway",2204,0,22,8
"RW",2,1648,"Rockaway",2305,0,23,8
"RW",2,1649,"Rockaway",2405,0,24,8
"RW",2,1650,"Rockaway",2505,0,25,8
"RW",2,1651,"Rockaway",2106,0,21,8
"RW",2,1652,"Rockaway",2206,0,22,8
"RW",2,1653,"Rockaway",2307,0,23,8
"RW",2,1654,"Rockaway",2407,0,24,8
"RW",2,1655,"Rockaway",2507,0,25,8
"RW",2,1656,"Rockaway",2108,0,21,8
"RW",2,1657,"Rockaway",2208,0,22,8
"RW",2,1658,"Rockaway",2309,0,23,8
"RW",2,1659,"Rockaway",2409,0,24,8
"RW",2,1660,"Rockaway",2509,0,25,8
"RW",2,1661,"Rockaway",2110,0,21,8
"RW",2,1662,"Rockaway",2210,0,22,8
"RW",2,1663,"Rockaway",2311,0,23,8
"RW",2,1664,"Rockaway",2411,0,24,8
"RW",2,1665,"Rockaway",2511,0,25,8
"RW",2,1666,"Wall St./Pier 11",2201,1,22,7
"RW",2,1667,"Wall St./Pier 11",2302,1,23,7
"RW",2,1668,"Wall St./Pier 11",2402,1,24,7
"RW",2,1669,"Wall St./Pier 11",2502,1,25,7
"RW",2,1670,"Wall St./Pier 11",2103,1,21,7
"RW",2,1671,"Wall St./Pier 11",2203,1,22,7
"RW",2,1672,"Wall St./Pier 11",2304,1,23,7
