route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"RW",2,1673,"Wall St./Pier 11",2404,1,24,7
"RW",2,1674,"Wall St./Pier 11",2504,1,25,7
"RW",2,1675,"Wall St./Pier 11",2105,1,21,7
"RW",2,1676,"Wall St./Pier 11",2205,1,22,7
"RW",2,1677,"Wall St./Pier 11",2306,1,23,7
"RW",2,1678,"Wall St./Pier 11",2406,1,24,7
"RW",2,1679,"Wall St./Pier 11",2506,1,25,7
"RW",2,1680,"Wall St./Pier 11",2107,1,21,7
"RW",2,1681,"Wall St./Pier 11",2207,1,22,7
"RW",2,1682,"Wall St./Pier 11",2308,1,23,7
"RW",2,1683,"Wall St./Pier 11",2408,1,24,7
"RW",2,1684,"Wall St./Pier 11",2508,1,25,7
"RW",2,1685,"Wall St./Pier 11",2109,1,21,7
"RW",2,1686,"Wall St./Pier 11",2209,1,22,7
"RW",2,1687,"Wall St./Pier 11",2310,1,23,7
"RW",2,1688,"Wall St./Pier 11",2410,1,24,7
"RW",2,1689,"Wall St./Pier 11",2510,1,25,7
"RW",2,1690,"Wall St./Pier 11",2111,1,21,7
"RW",2,1691,"Wall St./Pier 11",2211,1,22,7
"RW",2,1692,"Wall St./Pier 11",2312,1,23,7
"RW",2,1693,"Wall St./Pier 11",2412,1,24,7
"RW",2,1694,"Wall St./Pier 11",2512,1,25,7
"RES",2,1695,"Rockaway",10201,0,102,44
"RES",2,1696,"Rockaway",10103,0,101,44
"RES",2,1697,"Rockaway",10203,0,102,44
"RES",2,1698,"Rockaway",10105,0,101,44
"RES",2,1699,"Rockaway",10205,0,102,44
"RES",2,1700,"Rockaway",10107,0,101,44
"RES",2,1701,"Rockaway",10207,0,102,44
"RES",2,1702,"Rockaway",10109,0,101,44
"RES",2,1703,"Rockaway",10209,0,102,44
"RES",2,1704,"Rockaway",10111,0,101,44
"RES",2,1705,"Rockaway",10211,0,102,44
"RES",2,1706,"Rockaway",10113,0,101,44
"RES",2,1707,"Rockaway",10213,0,102,44
"RES",2,1708,"Rockaway",10115,0,101,44
"RES",2,1709,"Rockaway",10215,0,102,44
"RES",2,1710,"Rockaway",10117,0,101,44
"RES",2,1711,"Rockaway",10217,0,102,44
"RES",2,1712,"Rockaway",10119,0,101,44
"RES",2,1713,"Rockaway",10219,0,102,44
"RES",2,1714,"Rockaway",10121,0,101,44
"RES",2,1715,"Rockaway",10221,0,102,44
"RES",2,1716,"Rockaway",10123,0,101,44
"RES",2,1717,"Rockaway",10223,0,102,44
"RES",2,1718,"Rockaway",10125,0,101,44
"RES",2,1719,"Rockaway",10225,0,102,44
"RES",2,1720,"Rockaway",10127,0,101,44
"RES",2,1721,"Rockaway",10227,0,102,44
"RES",2,1722,"Rockaway",10129,0,101,44
"RES",2,1723,"Rockaway",10229,0,102,44
"RES",2,1724,"Rockaway East",10202,1,102,37
"RES",2,1725,"Rockaway East",10104,1,101,37
"RES",2,1726,"Rockaway East",10204,1,102,37
"RES",2,1727,"Rockaway East",10106,1,101,37
"RES",2,1728,"Rockaway East",10206,1,102,37
"RES",2,1729,"Rockaway East",10108,1,101,37
"RES",2,1730,"Rockaway East",10208,1,102,37
"RES",2,1731,"Rockaway East",10110,1,101,37
"RES",2,1732,"Rockaway East",10210,1,102,37
"RES",2,1733,"Rockaway East",10112,1,101,37
"RES",2,1734,"Rockaway East",10212,1,102,37
"RES",2,1735,"Rockaway East",10114,1,101,37
"RES",2,1736,"Rockaway East",10214,1,102,37
"RES",2,1737,"Rockaway East",10116,1,101,37
"RES",2,1738,"Rockaway East",10216,1,102,37
"RES",2,1739,"Rockaway East",10118,1,101,37
"RES",2,1740,"Rockaway East",10218,1,102,37
"RES",2,1741,"Rockaway East",10120,1,101,37
"RES",2,1742,"Rockaway East",10220,1,102,37
"RES",2,1743,"Rockaway East",10122,1,101,37
"RES",2,1744,"Rockaway East",10222,1,102,37
"RES",2,1745,"Rockaway East",10124,1,101,37
"RES",2,1746,"Rockaway East",10224,1,102,37
"RES",2,1747,"Rockaway East",10126,1,101,37
"RES",2,1748,"Rockaway East",10226,1,102,37
"RES",2,1749,"Rockaway East",10128,1,101,37
"RES",2,1750,"Rockaway East",10228,1,102,37
"RES",2,1751,"Rockaway East",10130,1,101,37
"RES",2,1752,"Rockaway East",10230,1,102,37
"RWS",2,1753,"Rockaway",20103,0,201,4
"RWS",2,1754,"Rockaway",20105,0,201,4
"RWS",2,1755,"Rockaway",20107,0,201,4
"RWS",2,1756,"Rockaway",20109,0,201,4
"RWS",2,1757,"Rockaway",20111,0,201,4
"RWS",2,1758,"Rockaway",20113,0,201,4
"RWS",2,1759,"Rockaway",20115,0,201,4
"RWS",2,1760,"Rockaway",20117,0,201,4
"RWS",2,1761,"Rockaway",20119,0,201,4
"RWS",2,1762,"Rockaway",20121,0,201,4
"RWS",2,1763,"Rockaway",20123,0,201,4
"RWS",2,1764,"Rockaway",20125,0,201,4
"RWS",2,1765,"Rockaway",20127,0,201,4
"RWS",2,1766,"Rockaway",20129,0,201,4
"RWS",2,1767,"Rockaway",20131,0,201,4
"RWS",2,1768,"Rockaway",20133,0,201,4
"RWS",2,1769,"Rockaway",20135,0,201,4
"RWS",2,1770,"Rockaway",20137,0,201,4
"RWS",2,1771,"Rockaway",20139,0,201,4
"RWS",2,1772,"Rockaway",20141,0,201,4
"RWS",2,1773,"Rockaway",20143,0,201,4
"RWS",2,1774,"Rockaway",20145,0,201,4
"RWS",2,1775,"Rockaway",20147,0,201,4
"RWS",2,1776,"Rockaway",20149,0,201,4
"RWS",2,1777,"Rockaway",20151,0,201,4
"RWS",2,1778,"Rockaway",20153,0,201,4
"RWS",2,1779,"Rockaway",20155,0,201,4
"RWS",2,1780,"Rockaway",20157,0,201,4
"RWS",2,1781,"Rockaway",20159,0,201,4
"RWS",2,1782,"Rockaway West",20104,1,201,70
"RWS",2,1783,"Rockaway West",20106,1,201,70
"RWS",2,1784,"Rockaway West",20108,1,201,70
"RWS",2,1785,"Rockaway West",20110,1,201,70
"RWS",2,1786,"Rockaway West",20112,1,201,70
"RWS",2,1787,"Rockaway West",20114,1,201,70
"RWS",2,1788,"Rockaway West",20116,1,201,70
"RWS",2,1789,"Rockaway West",20118,1,201,70
"RWS",2,1790,"Rockaway West",20120,1,201,70
"RWS",2,1791,"Rockaway West",20122,1,201,70
"RWS",2,1792,"Rockaway West",20124,1,201,70
"RWS",2,1793,"Rockaway West",20126,1,201,70
"RWS",2,1794,"Rockaway West",20128,1,201,70
"RWS",2,1795,"Rockaway West",20130,1,201,70
"RWS",2,1796,"Rockaway West",20132,1,201,70
"RWS",2,1797,"Rockaway West",20134,1,201,70
"RWS",2,1798,"Rockaway West",20136,1,201,70
"RWS",2,1799,"Rockaway West",20138,1,201,70
"RWS",2,1800,"Rockaway West",20140,1,201,70
"RWS",2,1801,"Rockaway West",20142,1,201,70
"RWS",2,1802,"Rockaway West",20144,1,201,70
"RWS",2,1803,"Rockaway West",20146,1,201,70
"RWS",2,1804,"Rockaway West",20148,1,201,70
"RWS",2,1805,"Rockaway West",20150,1,201,70
"RWS",2,1806,"Rockaway West",20152,1,201,70
"RWS",2,1807,"Rockaway West",20154,1,201,70
"RWS",2,1808,"Rockaway West",20156,1,201,70
"RWS",2,1809,"Rockaway West",20158,1,201,70
"RWS",2,1810,"Rockaway West",20160,1,201,70
"AS",1,1873,"East 90th St",4210,1,42,107
"RES",1,2239,"Rockaway East",10102,1,101,37
"RWS",1,2262,"Rockaway",20101,0,201,27
"RWS",1,2288,"Rockaway West",20102,1,201,38
