trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
Northbound_Standard_T14,09:27:00,09:27:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T15,09:28:00,09:28:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T15,09:29:31,09:29:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T15,09:29:42,09:29:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T15,09:30:00,09:30:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T15,09:31:28,09:31:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T15,09:34:03,09:34:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T15,09:34:37,09:34:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T15,09:35:26,09:35:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T15,09:36:08,09:36:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T15,09:37:32,09:37:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T15,09:38:38,09:38:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T15,09:42:00,09:42:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T16,09:43:00,09:43:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T16,09:44:31,09:44:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T16,09:44:42,09:44:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T16,09:45:00,09:45:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T16,09:46:28,09:46:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T16,09:49:03,09:49:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T16,09:49:37,09:49:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T16,09:50:26,09:50:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T16,09:51:08,09:51:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T16,09:52:32,09:52:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T16,09:53:38,09:53:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T16,09:57:00,09:57:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T17,09:58:00,09:58:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T17,09:59:31,09:59:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T17,09:59:42,09:59:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T17,10:00:00,10:00:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T17,10:01:28,10:01:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T17,10:04:03,10:04:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T17,10:04:37,10:04:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T17,10:05:26,10:05:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T17,10:06:08,10:06:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T17,10:07:32,10:07:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T17,10:08:38,10:08:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T17,10:12:00,10:12:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T18,10:13:00,10:13:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T18,10:14:31,10:14:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T18,10:14:42,10:14:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T18,10:15:00,10:15:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T18,10:16:28,10:16:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T18,10:19:03,10:19:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T18,10:19:37,10:19:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T18,10:20:26,10:20:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T18,10:21:08,10:21:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T18,10:22:32,10:22:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T18,10:23:38,10:23:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T18,10:27:00,10:27:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T19,10:28:00,10:28:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T19,10:29:31,10:29:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T19,10:29:42,10:29:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T19,10:30:00,10:30:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T19,10:31:28,10:31:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T19,10:34:03,10:34:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T19,10:34:37,10:34:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T19,10:35:26,10:35:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T19,10:36:08,10:36:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T19,10:37:32,10:37:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T19,10:38:38,10:38:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T19,10:42:00,10:42:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T20,10:43:00,10:43:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T20,10:44:31,10:44:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T20,10:44:42,10:44:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T20,10:45:00,10:45:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T20,10:46:28,10:46:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T20,10:49:03,10:49:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T20,10:49:37,10:49:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T20,10:50:26,10:50:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T20,10:51:08,10:51:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T20,10:52:32,10:52:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T20,10:53:38,10:53:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T20,10:57:00,10:57:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T21,10:58:00,10:58:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T21,10:59:31,10:59:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T21,10:59:42,10:59:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T21,11:00:00,11:00:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T21,11:01:28,11:01:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T21,11:04:03,11:04:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T21,11:04:37,11:04:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T21,11:05:26,11:05:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T21,11:06:08,11:06:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T21,11:07:32,11:07:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T21,11:08:38,11:08:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T21,11:12:00,11:12:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T22,11:13:00,11:13:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T22,11:14:31,11:14:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T22,11:14:42,11:14:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T22,11:15:00,11:15:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T22,11:16:28,11:16:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T22,11:19:03,11:19:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T22,11:19:37,11:19:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T22,11:20:26,11:20:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T22,11:21:08,11:21:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T22,11:22:32,11:22:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T22,11:23:38,11:23:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T22,11:27:00,11:27:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T23,11:28:00,11:28:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T23,11:29:31,11:29:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T23,11:29:42,11:29:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T23,11:30:00,11:30:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T23,11:31:28,11:31:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T23,11:34:03,11:34:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T23,11:34:37,11:34:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T23,11:35:26,11:35:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T23,11:36:08,11:36:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T23,11:37:32,11:37:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T23,11:38:38,11:38:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T23,11:42:00,11:42:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T24,11:43:00,11:43:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T24,11:44:31,11:44:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T24,11:44:42,11:44:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T24,11:45:00,11:45:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T24,11:46:28,11:46:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T24,11:49:03,11:49:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T24,11:49:37,11:49:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T24,11:50:26,11:50:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T24,11:51:08,11:51:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T24,11:52:32,11:52:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T24,11:53:38,11:53:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T24,11:57:00,11:57:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T25,11:58:00,11:58:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T25,11:59:31,11:59:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T25,11:59:42,11:59:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T25,12:00:00,12:00:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T25,12:01:28,12:01:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T25,12:04:03,12:04:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T25,12:04:37,12:04:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T25,12:05:26,12:05:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T25,12:06:08,12:06:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T25,12:07:32,12:07:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T25,12:08:38,12:08:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T25,12:12:00,12:12:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T26,12:13:00,12:13:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T26,12:14:31,12:14:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T26,12:14:42,12:14:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T26,12:15:00,12:15:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T26,12:16:28,12:16:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T26,12:19:03,12:19:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T26,12:19:37,12:19:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T26,12:20:26,12:20:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T26,12:21:08,12:21:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T26,12:22:32,12:22:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T26,12:23:38,12:23:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T26,12:27:00,12:27:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T27,12:28:00,12:28:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T27,12:29:31,12:29:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T27,12:29:42,12:29:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T27,12:30:00,12:30:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T27,12:31:28,12:31:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T27,12:34:03,12:34:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T27,12:34:37,12:34:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T27,12:35:26,12:35:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T27,12:36:08,12:36:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T27,12:37:32,12:37:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T27,12:38:38,12:38:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T27,12:42:00,12:42:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T28,12:43:00,12:43:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T28,12:44:31,12:44:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T28,12:44:42,12:44:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T28,12:45:00,12:45:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T28,12:46:28,12:46:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T28,12:49:03,12:49:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T28,12:49:37,12:49:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T28,12:50:26,12:50:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T28,12:51:08,12:51:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T28,12:52:32,12:52:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T28,12:53:38,12:53:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T28,12:57:00,12:57:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T29,12:58:00,12:58:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T29,12:59:31,12:59:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T29,12:59:42,12:59:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T29,13:00:00,13:00:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T29,13:01:28,13:01:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T29,13:04:03,13:04:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T29,13:04:37,13:04:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T29,13:05:26,13:05:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T29,13:06:08,13:06:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T29,13:07:32,13:07:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T29,13:08:38,13:08:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T29,13:12:00,13:12:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T30,13:13:00,13:13:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T30,13:14:31,13:14:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T30,13:14:42,13:14:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T30,13:15:00,13:15:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T30,13:16:28,13:16:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T30,13:19:03,13:19:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T30,13:19:37,13:19:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T30,13:20:26,13:20:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T30,13:21:08,13:21:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T30,13:22:32,13:22:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T30,13:23:38,13:23:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T30,13:27:00,13:27:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T31,13:28:00,13:28:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T31,13:29:31,13:29:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T31,13:29:42,13:29:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T31,13:30:00,13:30:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T31,13:31:28,13:31:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T31,13:34:03,13:34:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T31,13:34:37,13:34:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T31,13:35:26,13:35:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T31,13:36:08,13:36:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T31,13:37:32,13:37:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T31,13:38:38,13:38:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T31,13:42:00,13:42:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T32,13:43:00,13:43:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T32,13:44:31,13:44:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T32,13:44:42,13:44:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T32,13:45:00,13:45:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T32,13:46:28,13:46:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T32,13:49:03,13:49:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T32,13:49:37,13:49:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T32,13:50:26,13:50:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T32,13:51:08,13:51:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T32,13:52:32,13:52:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T32,13:53:38,13:53:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T32,13:57:00,13:57:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T33,13:58:00,13:58:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T33,13:59:31,13:59:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T33,13:59:42,13:59:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T33,14:00:00,14:00:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T33,14:01:28,14:01:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T33,14:04:03,14:04:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T33,14:04:37,14:04:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T33,14:05:26,14:05:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T33,14:06:08,14:06:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T33,14:07:32,14:07:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T33,14:08:38,14:08:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T33,14:12:00,14:12:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T34,14:13:00,14:13:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T34,14:14:31,14:14:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T34,14:14:42,14:14:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T34,14:15:00,14:15:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T34,14:16:28,14:16:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T34,14:19:03,14:19:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T34,14:19:37,14:19:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T34,14:20:26,14:20:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T34,14:21:08,14:21:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T34,14:22:32,14:22:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T34,14:23:38,14:23:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T34,14:27:00,14:27:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T35,14:28:00,14:28:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T35,14:29:31,14:29:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T35,14:29:42,14:29:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T35,14:30:00,14:30:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T35,14:31:28,14:31:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T35,14:34:03,14:34:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T35,14:34:37,14:34:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T35,14:35:26,14:35:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T35,14:36:08,14:36:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T35,14:37:32,14:37:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T35,14:38:38,14:38:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T35,14:42:00,14:42:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T36,14:43:00,14:43:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T36,14:44:31,14:44:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T36,14:44:42,14:44:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T36,14:45:00,14:45:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T36,14:46:28,14:46:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T36,14:49:03,14:49:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T36,14:49:37,14:49:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T36,14:50:26,14:50:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T36,14:51:08,14:51:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T36,14:52:32,14:52:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T36,14:53:38,14:53:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T36,14:57:00,14:57:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T37,14:58:00,14:58:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Standard_T37,14:59:31,14:59:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Standard_T37,14:59:42,14:59:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Standard_T37,15:00:00,15:00:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Standard_T37,15:01:28,15:01:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Standard_T37,15:04:03,15:04:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Standard_T37,15:04:37,15:04:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Standard_T37,15:05:26,15:05:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Standard_T37,15:06:08,15:06:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Standard_T37,15:07:32,15:07:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Standard_T37,15:08:38,15:08:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Standard_T37,15:12:00,15:12:00,14,12,,0,0,,,2.262,1
Northbound_Standard_T38,15:13:00,15:13:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
