trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
Northbound_Rush_T30,19:24:28,19:24:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Rush_T30,19:27:03,19:27:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Rush_T30,19:27:37,19:27:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Rush_T30,19:28:26,19:28:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Rush_T30,19:29:08,19:29:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Rush_T30,19:30:32,19:30:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Rush_T30,19:31:38,19:31:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Rush_T30,19:35:00,19:35:00,14,12,,0,0,,,2.262,1
Northbound_Rush_T31,19:36:00,19:36:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Rush_T31,19:37:31,19:37:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Rush_T31,19:37:42,19:37:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Rush_T31,19:38:00,19:38:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Rush_T31,19:39:28,19:39:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Rush_T31,19:42:03,19:42:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Rush_T31,19:42:37,19:42:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Rush_T31,19:43:26,19:43:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Rush_T31,19:44:08,19:44:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Rush_T31,19:45:32,19:45:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Rush_T31,19:46:38,19:46:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Rush_T31,19:50:00,19:50:00,14,12,,0,0,,,2.262,1
Northbound_Rush_T32,19:51:00,19:51:00,3,1,Cornell Tech (West Loop Road),0,0,,,0.001,1
Northbound_Rush_T32,19:52:31,19:52:31,4,2,Sportspark (West Entrance),0,0,,,0.438,0
Northbound_Rush_T32,19:52:42,19:52:42,5,3,Tramway Plaza West,0,0,,,0.493,0
Northbound_Rush_T32,19:53:00,19:53:00,6,4,Subway Station West,0,0,,,0.58,1
Northbound_Rush_T32,19:54:28,19:54:28,7,5,502 Main Street (Youth Center),0,0,,,0.785,0
Northbound_Rush_T32,19:57:03,19:57:03,8,6,546 Main Street (Senior Center),0,0,,,1.147,0
Northbound_Rush_T32,19:57:37,19:57:37,9,7,580 Main Street,0,0,,,1.226,0
Northbound_Rush_T32,19:58:26,19:58:26,10,8,Capobianco Field,0,0,,,1.341,0
Northbound_Rush_T32,19:59:08,19:59:08,11,9,686 Main Street (Gristedes),0,0,,,1.439,0
Northbound_Rush_T32,20:00:32,20:00:32,12,10,40 River Road East,0,0,,,1.636,0
Northbound_Rush_T32,20:01:38,20:01:38,13,11,888 Main Street (The Octagon),0,0,,,1.791,0
Northbound_Rush_T32,20:05:00,20:05:00,14,12,,0,0,,,2.262,1
Southbound_Standard_T01,05:45:00,05:45:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T01,05:47:01,05:47:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T01,05:47:58,05:47:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T01,05:49:19,05:49:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T01,05:51:00,05:51:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T01,05:51:39,05:51:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T01,05:54:03,05:54:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T01,05:55:00,05:55:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T01,05:55:20,05:55:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T01,05:55:51,05:55:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T01,05:56:15,05:56:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T01,05:58:00,05:58:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T02,06:00:00,06:00:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T02,06:02:01,06:02:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T02,06:02:58,06:02:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T02,06:04:19,06:04:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T02,06:06:00,06:06:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T02,06:06:39,06:06:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T02,06:09:03,06:09:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T02,06:10:00,06:10:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T02,06:10:20,06:10:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T02,06:10:51,06:10:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T02,06:11:15,06:11:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T02,06:13:00,06:13:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T03,06:15:00,06:15:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T03,06:17:01,06:17:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T03,06:17:58,06:17:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T03,06:19:19,06:19:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T03,06:21:00,06:21:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T03,06:21:39,06:21:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T03,06:24:03,06:24:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T03,06:25:00,06:25:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T03,06:25:20,06:25:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T03,06:25:51,06:25:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T03,06:26:15,06:26:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T03,06:28:00,06:28:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T04,06:30:00,06:30:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T04,06:32:01,06:32:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T04,06:32:58,06:32:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T04,06:34:19,06:34:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T04,06:36:00,06:36:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T04,06:36:39,06:36:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T04,06:39:03,06:39:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T04,06:40:00,06:40:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T04,06:40:20,06:40:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T04,06:40:51,06:40:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T04,06:41:15,06:41:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T04,06:43:00,06:43:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T05,06:45:00,06:45:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T05,06:47:01,06:47:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T05,06:47:58,06:47:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T05,06:49:19,06:49:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T05,06:51:00,06:51:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T05,06:51:39,06:51:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T05,06:54:03,06:54:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T05,06:55:00,06:55:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T05,06:55:20,06:55:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T05,06:55:51,06:55:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T05,06:56:15,06:56:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T05,06:58:00,06:58:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T06,07:00:00,07:00:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T06,07:02:01,07:02:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T06,07:02:58,07:02:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T06,07:04:19,07:04:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T06,07:06:00,07:06:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T06,07:06:39,07:06:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T06,07:09:03,07:09:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T06,07:10:00,07:10:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T06,07:10:20,07:10:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T06,07:10:51,07:10:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T06,07:11:15,07:11:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T06,07:13:00,07:13:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T07,07:15:00,07:15:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T07,07:17:01,07:17:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T07,07:17:58,07:17:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T07,07:19:19,07:19:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T07,07:21:00,07:21:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T07,07:21:39,07:21:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T07,07:24:03,07:24:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T07,07:25:00,07:25:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T07,07:25:20,07:25:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T07,07:25:51,07:25:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T07,07:26:15,07:26:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T07,07:28:00,07:28:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T08,07:30:00,07:30:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T08,07:32:01,07:32:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T08,07:32:58,07:32:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T08,07:34:19,07:34:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T08,07:36:00,07:36:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T08,07:36:39,07:36:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T08,07:39:03,07:39:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T08,07:40:00,07:40:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T08,07:40:20,07:40:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T08,07:40:51,07:40:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T08,07:41:15,07:41:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T08,07:43:00,07:43:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T09,07:45:00,07:45:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T09,07:47:01,07:47:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T09,07:47:58,07:47:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T09,07:49:19,07:49:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T09,07:51:00,07:51:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T09,07:51:39,07:51:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T09,07:54:03,07:54:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T09,07:55:00,07:55:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T09,07:55:20,07:55:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T09,07:55:51,07:55:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T09,07:56:15,07:56:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T09,07:58:00,07:58:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T10,08:00:00,08:00:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T10,08:02:01,08:02:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T10,08:02:58,08:02:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T10,08:04:19,08:04:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T10,08:06:00,08:06:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T10,08:06:39,08:06:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T10,08:09:03,08:09:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T10,08:10:00,08:10:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T10,08:10:20,08:10:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T10,08:10:51,08:10:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T10,08:11:15,08:11:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T10,08:13:00,08:13:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T11,08:15:00,08:15:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T11,08:17:01,08:17:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T11,08:17:58,08:17:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T11,08:19:19,08:19:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T11,08:21:00,08:21:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T11,08:21:39,08:21:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T11,08:24:03,08:24:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T11,08:25:00,08:25:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T11,08:25:20,08:25:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T11,08:25:51,08:25:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T11,08:26:15,08:26:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T11,08:28:00,08:28:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T12,08:30:00,08:30:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T12,08:32:01,08:32:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T12,08:32:58,08:32:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T12,08:34:19,08:34:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T12,08:36:00,08:36:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T12,08:36:39,08:36:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T12,08:39:03,08:39:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T12,08:40:00,08:40:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T12,08:40:20,08:40:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T12,08:40:51,08:40:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T12,08:41:15,08:41:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T12,08:43:00,08:43:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T13,08:45:00,08:45:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T13,08:47:01,08:47:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T13,08:47:58,08:47:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T13,08:49:19,08:49:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T13,08:51:00,08:51:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T13,08:51:39,08:51:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T13,08:54:03,08:54:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T13,08:55:00,08:55:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T13,08:55:20,08:55:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T13,08:55:51,08:55:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T13,08:56:15,08:56:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T13,08:58:00,08:58:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T14,09:00:00,09:00:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T14,09:02:01,09:02:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T14,09:02:58,09:02:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T14,09:04:19,09:04:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T14,09:06:00,09:06:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T14,09:06:39,09:06:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T14,09:09:03,09:09:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T14,09:10:00,09:10:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T14,09:10:20,09:10:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T14,09:10:51,09:10:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T14,09:11:15,09:11:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T14,09:13:00,09:13:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T15,09:15:00,09:15:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T15,09:17:01,09:17:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T15,09:17:58,09:17:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T15,09:19:19,09:19:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T15,09:21:00,09:21:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T15,09:21:39,09:21:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T15,09:24:03,09:24:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T15,09:25:00,09:25:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T15,09:25:20,09:25:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T15,09:25:51,09:25:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T15,09:26:15,09:26:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T15,09:28:00,09:28:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T16,09:30:00,09:30:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T16,09:32:01,09:32:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T16,09:32:58,09:32:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T16,09:34:19,09:34:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T16,09:36:00,09:36:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T16,09:36:39,09:36:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T16,09:39:03,09:39:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T16,09:40:00,09:40:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T16,09:40:20,09:40:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T16,09:40:51,09:40:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T16,09:41:15,09:41:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T16,09:43:00,09:43:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T17,09:45:00,09:45:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T17,09:47:01,09:47:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T17,09:47:58,09:47:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T17,09:49:19,09:49:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T17,09:51:00,09:51:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T17,09:51:39,09:51:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T17,09:54:03,09:54:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T17,09:55:00,09:55:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T17,09:55:20,09:55:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T17,09:55:51,09:55:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T17,09:56:15,09:56:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T17,09:58:00,09:58:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T18,10:00:00,10:00:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T18,10:02:01,10:02:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T18,10:02:58,10:02:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T18,10:04:19,10:04:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T18,10:06:00,10:06:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T18,10:06:39,10:06:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T18,10:09:03,10:09:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T18,10:10:00,10:10:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T18,10:10:20,10:10:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T18,10:10:51,10:10:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T18,10:11:15,10:11:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T18,10:13:00,10:13:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T19,10:15:00,10:15:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T19,10:17:01,10:17:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T19,10:17:58,10:17:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T19,10:19:19,10:19:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T19,10:21:00,10:21:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T19,10:21:39,10:21:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T19,10:24:03,10:24:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T19,10:25:00,10:25:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T19,10:25:20,10:25:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T19,10:25:51,10:25:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T19,10:26:15,10:26:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T19,10:28:00,10:28:00,3,12,,0,0,,,2.472,1
Southbound_Standard_T20,10:30:00,10:30:00,15,1,Octagon Comfort Station,0,0,,,0,1
Southbound_Standard_T20,10:32:01,10:32:01,16,2,40 River Road (Manhattan Park),0,0,,,0.313,0
Southbound_Standard_T20,10:32:58,10:32:58,17,3,10 River Road (Manhattan Park),0,0,,,0.463,0
Southbound_Standard_T20,10:34:19,10:34:19,18,4,575 Main Street (Bread and Butter Market),0,0,,,0.673,0
Southbound_Standard_T20,10:36:00,10:36:00,19,5,543 Main Street (Good Shepherd Chapel),0,0,,,0.934,1
Southbound_Standard_T20,10:36:39,10:36:39,20,6,Subway Station East,0,0,,,1.052,0
Southbound_Standard_T20,10:39:03,10:39:03,21,7,Tramway Plaza East,0,0,,,1.49,0
Southbound_Standard_T20,10:40:00,10:40:00,22,8,Ferry Landing,0,0,,,1.663,1
Southbound_Standard_T20,10:40:20,10:40:20,23,9,Sportspark (East Entrance),0,0,,,1.751,0
Southbound_Standard_T20,10:40:51,10:40:51,24,10,Cornell Tech (East Loop Road),0,0,,,1.892,0
Southbound_Standard_T20,10:41:15,10:41:15,25,11,Southpoint Park,0,0,,,1.998,0
Southbound_Standard_T20,10:43:00,10:43:00,3,12,,0,0,,,2.472,1
